-0.230306,-0.973118,0.139944,0.108358,0.099211,0.06966,0.062922,0.059949,0.064472,0.052712,0.013281,0.001322,0.047087,0.036726,0.05436,0.861702,0.264925,0.153061,0.257143
-0.247022,-0.96901,0.139944,0.108358,0.099211,0.06966,0.062922,0.059949,0.064472,0.052712,0.013281,0.001322,0.047087,0.036726,0.05436,0.861702,0.264925,0.142857,0.4
-0.263665,-0.964614,0.139944,0.108358,0.099211,0.06966,0.062922,0.059949,0.064472,0.052712,0.013281,0.001322,0.047087,0.036726,0.05436,0.865248,0.272388,0.163265,0.4
-0.280231,-0.959933,0.139944,0.108358,0.099211,0.06966,0.062922,0.059949,0.064472,0.052712,0.013281,0.001322,0.047087,0.036726,0.05436,0.886525,0.270522,0.158163,0.4
-0.296713,-0.954967,0.139944,0.108358,0.099211,0.06966,0.062922,0.059949,0.064472,0.052712,0.013281,0.001322,0.047087,0.036726,0.05436,0.886525,0.320896,0.19898,0.378571
-0.313107,-0.949718,0.139944,0.108358,0.099211,0.06966,0.062922,0.059949,0.064472,0.052712,0.013281,0.001322,0.047087,0.036726,0.05436,0.886525,0.324627,0.204082,0.371429
-0.39359,-0.919286,0.141033,0.10831,0.098566,0.06576,0.061453,0.060694,0.064535,0.050781,0.013713,0.001275,0.042745,0.034554,0.053932,0.992908,0.267724,0.262755,0.371429
-0.409356,-0.912375,0.141033,0.10831,0.098566,0.06576,0.061453,0.060694,0.064535,0.050781,0.013713,0.001275,0.042745,0.034554,0.053932,1.0,0.252799,0.217347,0.421429
-0.425,-0.905193,0.141033,0.10831,0.098566,0.06576,0.061453,0.060694,0.064535,0.050781,0.013713,0.001275,0.042745,0.034554,0.053932,0.978723,0.25,0.204082,0.371429
-0.440519,-0.897743,0.141033,0.10831,0.098566,0.06576,0.061453,0.060694,0.064535,0.050781,0.013713,0.001275,0.042745,0.034554,0.053932,0.957447,0.261194,0.257143,0.571429
-0.455907,-0.890028,0.141033,0.10831,0.098566,0.06576,0.061453,0.060694,0.064535,0.050781,0.013713,0.001275,0.042745,0.034554,0.053932,0.93617,0.264925,0.295918,0.4
-0.47116,-0.882048,0.141033,0.10831,0.098566,0.06576,0.061453,0.060694,0.064535,0.050781,0.013713,0.001275,0.042745,0.034554,0.053932,0.921986,0.272388,0.204082,0.285714
-0.501242,-0.865307,0.128078,0.093802,0.086596,0.05401,0.04926,0.037881,0.039314,0.029709,0.014924,0.001455,0.0338,0.029561,0.03088,0.858156,0.272388,0.181122,0.285714
-0.516062,-0.856551,0.128078,0.093802,0.086596,0.05401,0.04926,0.037881,0.039314,0.029709,0.014924,0.001455,0.0338,0.029561,0.03088,0.851064,0.266791,0.186224,0.257143
-0.53073,-0.847541,0.128078,0.093802,0.086596,0.05401,0.04926,0.037881,0.039314,0.029709,0.014924,0.001455,0.0338,0.029561,0.03088,0.879433,0.272388,0.183673,0.257143
-0.54524,-0.83828,0.128078,0.093802,0.086596,0.05401,0.04926,0.037881,0.039314,0.029709,0.014924,0.001455,0.0338,0.029561,0.03088,0.868794,0.25,0.193878,0.257143
-0.559589,-0.82877,0.128078,0.093802,0.086596,0.05401,0.04926,0.037881,0.039314,0.029709,0.014924,0.001455,0.0338,0.029561,0.03088,0.868794,0.220149,0.255102,0.485714
-0.573772,-0.819015,0.128078,0.093802,0.086596,0.05401,0.04926,0.037881,0.039314,0.029709,0.014924,0.001455,0.0338,0.029561,0.03088,0.875887,0.231343,0.326531,0.542857
-0.587785,-0.809017,0.188084,0.157733,0.149311,0.127983,0.127574,0.157161,0.176742,0.160044,0.062869,0.009116,0.210682,0.186176,0.178935,0.875887,0.216418,0.357143,0.457143
-0.601624,-0.798779,0.188084,0.157733,0.149311,0.127983,0.127574,0.157161,0.176742,0.160044,0.062869,0.009116,0.210682,0.186176,0.178935,0.886525,0.220149,0.34949,0.478571
-0.615285,-0.788305,0.188084,0.157733,0.149311,0.127983,0.127574,0.157161,0.176742,0.160044,0.062869,0.009116,0.210682,0.186176,0.178935,0.904255,0.204291,0.30102,0.514286
-0.642055,-0.766659,0.139988,0.102509,0.091703,0.05924,0.059869,0.055571,0.058036,0.046003,0.01647,0.002291,0.045783,0.037949,0.049389,0.929078,0.201493,0.316327,0.428571
-0.655156,-0.755493,0.139988,0.102509,0.091703,0.05924,0.059869,0.055571,0.058036,0.046003,0.01647,0.002291,0.045783,0.037949,0.049389,0.932624,0.19403,0.336735,0.657143
-0.668064,-0.744104,0.139988,0.102509,0.091703,0.05924,0.059869,0.055571,0.058036,0.046003,0.01647,0.002291,0.045783,0.037949,0.049389,0.929078,0.212687,0.316327,0.628571
-0.680773,-0.732494,0.14198,0.107713,0.097521,0.064812,0.06502,0.060668,0.063643,0.049209,0.012512,0.000971,0.040686,0.032127,0.052416,0.929078,0.220149,0.357143,0.628571
-0.693281,-0.720667,0.14198,0.107713,0.097521,0.064812,0.06502,0.060668,0.063643,0.049209,0.012512,0.000971,0.040686,0.032127,0.052416,0.929078,0.218284,0.346939,0.628571
-0.705584,-0.708627,0.14198,0.107713,0.097521,0.064812,0.06502,0.060668,0.063643,0.049209,0.012512,0.000971,0.040686,0.032127,0.052416,0.932624,0.246269,0.262755,0.442857
-0.717677,-0.696376,0.14198,0.107713,0.097521,0.064812,0.06502,0.060668,0.063643,0.049209,0.012512,0.000971,0.040686,0.032127,0.052416,0.93617,0.238806,0.285714,0.457143
-0.729558,-0.683919,0.14198,0.107713,0.097521,0.064812,0.06502,0.060668,0.063643,0.049209,0.012512,0.000971,0.040686,0.032127,0.052416,0.921986,0.268657,0.193878,0.4
-0.741222,-0.67126,0.14198,0.107713,0.097521,0.064812,0.06502,0.060668,0.063643,0.049209,0.012512,0.000971,0.040686,0.032127,0.052416,0.921986,0.246269,0.22449,0.4
-0.763889,-0.645348,0.829504,0.799479,0.800081,0.803256,0.772247,0.794407,0.820634,0.770869,0.340291,0.050548,0.708817,0.595736,0.822732,0.886525,0.179104,0.204082,0.542857
-0.774884,-0.632103,0.829504,0.799479,0.800081,0.803256,0.772247,0.794407,0.820634,0.770869,0.340291,0.050548,0.708817,0.595736,0.822732,0.87234,0.194963,0.22449,0.485714
-0.78565,-0.618671,0.829504,0.799479,0.800081,0.803256,0.772247,0.794407,0.820634,0.770869,0.340291,0.050548,0.708817,0.595736,0.822732,0.826241,0.227612,0.135204,0.342857
-0.796183,-0.605056,0.129387,0.098089,0.091071,0.058749,0.052834,0.042391,0.044114,0.032351,0.009775,0.001071,0.027941,0.022535,0.034124,0.815603,0.227612,0.132653,0.371429
-0.80648,-0.591261,0.129387,0.098089,0.091071,0.058749,0.052834,0.042391,0.044114,0.032351,0.009775,0.001071,0.027941,0.022535,0.034124,0.797872,0.227612,0.142857,0.257143
-0.816538,-0.577292,0.129387,0.098089,0.091071,0.058749,0.052834,0.042391,0.044114,0.032351,0.009775,0.001071,0.027941,0.022535,0.034124,0.797872,0.227612,0.153061,0.285714
-0.826354,-0.563151,0.129387,0.098089,0.091071,0.058749,0.052834,0.042391,0.044114,0.032351,0.009775,0.001071,0.027941,0.022535,0.034124,0.815603,0.257463,0.163265,0.2
-0.835925,-0.548843,0.129387,0.098089,0.091071,0.058749,0.052834,0.042391,0.044114,0.032351,0.009775,0.001071,0.027941,0.022535,0.034124,0.815603,0.268657,0.214286,0.114286
-0.845249,-0.534373,0.129387,0.098089,0.091071,0.058749,0.052834,0.042391,0.044114,0.032351,0.009775,0.001071,0.027941,0.022535,0.034124,0.815603,0.265858,0.201531,0.135714
